,Bike,length of longest straight,Right_Corners,Left_Corners,Year,track_width,MotoGP_avg_speed,GP_distance,corners,Rider_Name,points_mean,Track_Condition,Track_Temp,Humidity,Track,Finish_Time_ms,Category
3139,ktm,607.0,8.0,6.0,2014,11.0,161.2,110.6,14.0,isaac viñales,4.029850746268656,dry,29.0,39.0,spa - circuito de jerez,2489828.0,Moto3
3140,ktm,674.0,9.0,5.0,2014,13.0,161.8,113.0,14.0,isaac viñales,4.029850746268656,dry,34.0,42.0,fra - le mans,2490812.0,Moto3
3141,ktm,1047.0,8.0,6.0,2014,12.0,164.4,111.0,14.0,isaac viñales,4.029850746268656,dry,34.0,63.0,cat - circuit de barcelona-catalunya,2475787.0,Moto3
3142,ktm,487.0,12.0,6.0,2014,14.0,173.1,118.1,18.0,isaac viñales,4.029850746268656,dry,25.0,70.0,ned - tt circuit assen,2304179.0,Moto3
3143,ktm,700.0,3.0,10.0,2014,12.0,160.6,110.1,13.0,isaac viñales,4.029850746268656,dry,31.0,45.0,ger - sachsenring,2393401.0,Moto3
3144,ktm,636.0,8.0,6.0,2014,15.0,165.5,113.5,14.0,isaac viñales,4.029850746268656,dry,23.0,68.0,cze - automotodrom brno,2460768.0,Moto3
3145,ktm,530.0,10.0,6.0,2014,14.0,162.6,114.1,16.0,isaac viñales,4.029850746268656,dry,30.0,53.0,rsm - misano world circuit marco simoncelli,2395153.0,Moto3
3146,ktm,968.0,7.0,10.0,2014,15.0,167.0,116.8,17.0,isaac viñales,4.029850746268656,wet,20.0,100.0,ara - motorland aragón,2514224.0,Moto3
3147,ktm,762.0,8.0,6.0,2014,15.0,162.2,115.2,14.0,isaac viñales,4.029850746268656,dry,28.0,55.0,jpn - twin ring motegi,2373818.0,Moto3
3148,ktm,876.0,5.0,9.0,2014,12.0,139.8,108.1,14.0,isaac viñales,4.029850746268656,dry,18.0,61.0,val - circuit ricardo tormo,2411138.0,Moto3
3149,ftr honda,674.0,9.0,5.0,2013,13.0,161.8,113.0,14.0,isaac viñales,4.029850746268656,dry,11.0,89.0,fra - le mans,2571122.0,Moto3
3150,ftr honda,1047.0,8.0,6.0,2013,12.0,164.4,111.0,14.0,isaac viñales,4.029850746268656,dry,34.0,47.0,cat - circuit de barcelona-catalunya,2497057.0,Moto3
3151,ftr honda,487.0,12.0,6.0,2013,14.0,173.1,118.1,18.0,isaac viñales,4.029850746268656,dry,18.0,62.0,ned - tt circuit assen,2335216.0,Moto3
3152,ftr honda,700.0,3.0,10.0,2013,12.0,160.6,110.1,13.0,isaac viñales,4.029850746268656,dry,31.0,64.0,ger - sachsenring,2394828.0,Moto3
3153,ftr honda,530.0,10.0,6.0,2013,14.0,162.6,114.1,16.0,isaac viñales,4.029850746268656,dry,31.0,51.0,rsm - misano world circuit marco simoncelli,2418350.0,Moto3
3154,ftr honda,968.0,7.0,10.0,2013,15.0,167.0,116.8,17.0,isaac viñales,4.029850746268656,dry,20.0,60.0,ara - motorland aragón,2452939.0,Moto3
3155,ftr honda,920.0,10.0,5.0,2013,16.0,164.0,110.9,15.0,isaac viñales,4.029850746268656,dry,40.0,68.0,mal - sepang international circuit,2473982.0,Moto3
3156,ftr honda,876.0,5.0,9.0,2013,12.0,139.8,108.1,14.0,isaac viñales,4.029850746268656,dry,22.0,42.0,val - circuit ricardo tormo,2441239.0,Moto3
3157,ftr honda,1047.0,8.0,6.0,2012,12.0,164.4,111.0,14.0,isaac viñales,4.029850746268656,dry,33.0,47.0,cat - circuit de barcelona-catalunya,2582285.0,Moto3
3158,ftr honda,487.0,12.0,6.0,2012,14.0,173.1,118.1,18.0,isaac viñales,4.029850746268656,dry,32.0,61.0,ned - tt circuit assen,2346939.0,Moto3
3159,ftr honda,968.0,7.0,10.0,2012,15.0,167.0,116.8,17.0,isaac viñales,4.029850746268656,dry,16.0,67.0,ara - motorland aragón,2493813.0,Moto3
3160,ftr honda,762.0,8.0,6.0,2012,15.0,162.2,115.2,14.0,isaac viñales,4.029850746268656,dry,25.0,42.0,jpn - twin ring motegi,2451214.0,Moto3
3161,ftr honda,920.0,10.0,5.0,2012,16.0,164.0,110.9,15.0,isaac viñales,4.029850746268656,dry,48.0,60.0,mal - sepang international circuit,2493487.0,Moto3
3162,ftr honda,876.0,5.0,9.0,2012,12.0,139.8,108.1,14.0,isaac viñales,4.029850746268656,wet,12.0,84.0,val - circuit ricardo tormo,2763821.0,Moto3
3163,aprilia,607.0,8.0,6.0,2010,11.0,161.2,110.6,14.0,isaac viñales,4.029850746268656,dry,40.0,39.0,spa - circuito de jerez,2565686.0,125cc
3164,lambretta,636.0,8.0,6.0,2010,15.0,165.5,113.5,14.0,isaac viñales,4.029850746268656,wet,24.0,88.0,cze - automotodrom brno,2744013.0,125cc
3165,aprilia,876.0,5.0,9.0,2010,12.0,139.8,108.1,14.0,isaac viñales,4.029850746268656,dry,21.0,47.0,val - circuit ricardo tormo,2494170.0,125cc
3166,speed up,1068.0,10.0,6.0,2018,12.0,166.6,118.4,16.0,danny kent,8.123076923076923,dry,24.0,38.0,qat - losail international circuit,2451760.0,Moto2
3167,speed up,1076.0,9.0,5.0,2018,16.0,172.7,120.2,14.0,danny kent,8.123076923076923,dry,23.0,91.0,arg - termas de río hondo,2463510.0,Moto2
3168,speed up,674.0,9.0,5.0,2018,13.0,161.8,113.0,14.0,danny kent,8.123076923076923,dry,38.0,46.0,fra - le mans,2486214.0,Moto2
3169,speed up,1047.0,8.0,6.0,2018,12.0,164.4,111.0,14.0,danny kent,8.123076923076923,dry,45.0,50.0,cat - circuit de barcelona-catalunya,2332354.0,Moto2
3170,suter,1068.0,10.0,6.0,2017,12.0,166.6,118.4,16.0,danny kent,8.123076923076923,dry,23.0,92.0,qat - losail international circuit,2437803.0,Moto2
3171,kalex,1068.0,10.0,6.0,2016,12.0,166.6,118.4,16.0,danny kent,8.123076923076923,dry,24.0,68.0,qat - losail international circuit,2430407.0,Moto2
3172,kalex,1076.0,9.0,5.0,2016,16.0,172.7,120.2,14.0,danny kent,8.123076923076923,dry,28.0,90.0,arg - termas de río hondo,2516243.0,Moto2
3173,kalex,674.0,9.0,5.0,2016,13.0,161.8,113.0,14.0,danny kent,8.123076923076923,dry,27.0,39.0,fra - le mans,2593067.0,Moto2
3174,kalex,487.0,12.0,6.0,2016,14.0,173.1,118.1,18.0,danny kent,8.123076923076923,dry,23.0,61.0,ned - tt circuit assen,2098965.0,Moto2
3175,kalex,636.0,8.0,6.0,2016,15.0,165.5,113.5,14.0,danny kent,8.123076923076923,wet,17.0,100.0,cze - automotodrom brno,2756038.0,Moto2
3176,kalex,920.0,10.0,5.0,2016,16.0,164.0,110.9,15.0,danny kent,8.123076923076923,wet,35.0,82.0,mal - sepang international circuit,2802646.0,Moto2
3177,kalex,876.0,5.0,9.0,2016,12.0,139.8,108.1,14.0,danny kent,8.123076923076923,dry,25.0,45.0,val - circuit ricardo tormo,2615077.0,Moto2
3178,honda,1068.0,10.0,6.0,2015,12.0,166.6,118.4,16.0,danny kent,8.123076923076923,dry,34.0,71.0,qat - losail international circuit,2305566.0,Moto3
3179,honda,1200.0,9.0,11.0,2015,15.0,158.4,110.3,20.0,danny kent,8.123076923076923,dry,22.0,90.0,ame - circuit of the americas,2492287.0,Moto3
3180,honda,1076.0,9.0,5.0,2015,16.0,172.7,120.2,14.0,danny kent,8.123076923076923,dry,30.0,85.0,arg - termas de río hondo,2305621.0,Moto3
3181,honda,607.0,8.0,6.0,2015,11.0,161.2,110.6,14.0,danny kent,8.123076923076923,dry,25.0,53.0,spa - circuito de jerez,2479552.0,Moto3
3182,honda,674.0,9.0,5.0,2015,13.0,161.8,113.0,14.0,danny kent,8.123076923076923,dry,24.0,46.0,fra - le mans,2483522.0,Moto3
3183,honda,1047.0,8.0,6.0,2015,12.0,164.4,111.0,14.0,danny kent,8.123076923076923,dry,37.0,46.0,cat - circuit de barcelona-catalunya,2459419.0,Moto3
3184,honda,487.0,12.0,6.0,2015,14.0,173.1,118.1,18.0,danny kent,8.123076923076923,dry,25.0,81.0,ned - tt circuit assen,2274544.0,Moto3
3185,honda,700.0,3.0,10.0,2015,12.0,160.6,110.1,13.0,danny kent,8.123076923076923,dry,32.0,45.0,ger - sachsenring,2369359.0,Moto3
3186,honda,530.0,10.0,6.0,2015,14.0,162.6,114.1,16.0,danny kent,8.123076923076923,dry,27.0,49.0,rsm - misano world circuit marco simoncelli,2391673.0,Moto3
3187,honda,920.0,10.0,5.0,2015,16.0,164.0,110.9,15.0,danny kent,8.123076923076923,dry,43.0,50.0,mal - sepang international circuit,2433867.0,Moto3
3188,honda,876.0,5.0,9.0,2015,12.0,139.8,108.1,14.0,danny kent,8.123076923076923,dry,22.0,75.0,val - circuit ricardo tormo,2419706.0,Moto3
3189,husqvarna,1068.0,10.0,6.0,2014,12.0,166.6,118.4,16.0,danny kent,8.123076923076923,dry,22.0,34.0,qat - losail international circuit,2297079.0,Moto3
3190,husqvarna,1200.0,9.0,11.0,2014,15.0,158.4,110.3,20.0,danny kent,8.123076923076923,dry,25.0,87.0,ame - circuit of the americas,2490640.0,Moto3
3191,husqvarna,1076.0,9.0,5.0,2014,16.0,172.7,120.2,14.0,danny kent,8.123076923076923,dry,21.0,64.0,arg - termas de río hondo,2329494.0,Moto3
3192,husqvarna,607.0,8.0,6.0,2014,11.0,161.2,110.6,14.0,danny kent,8.123076923076923,dry,29.0,39.0,spa - circuito de jerez,2501269.0,Moto3
3193,husqvarna,674.0,9.0,5.0,2014,13.0,161.8,113.0,14.0,danny kent,8.123076923076923,dry,34.0,42.0,fra - le mans,2505226.0,Moto3
3194,husqvarna,1047.0,8.0,6.0,2014,12.0,164.4,111.0,14.0,danny kent,8.123076923076923,dry,34.0,63.0,cat - circuit de barcelona-catalunya,2492667.0,Moto3
3195,husqvarna,487.0,12.0,6.0,2014,14.0,173.1,118.1,18.0,danny kent,8.123076923076923,dry,25.0,70.0,ned - tt circuit assen,2304207.0,Moto3
3196,husqvarna,700.0,3.0,10.0,2014,12.0,160.6,110.1,13.0,danny kent,8.123076923076923,dry,31.0,45.0,ger - sachsenring,2368217.0,Moto3
3197,husqvarna,636.0,8.0,6.0,2014,15.0,165.5,113.5,14.0,danny kent,8.123076923076923,dry,23.0,68.0,cze - automotodrom brno,2459946.0,Moto3
3198,husqvarna,530.0,10.0,6.0,2014,14.0,162.6,114.1,16.0,danny kent,8.123076923076923,dry,30.0,53.0,rsm - misano world circuit marco simoncelli,2403246.0,Moto3
3199,husqvarna,968.0,7.0,10.0,2014,15.0,167.0,116.8,17.0,danny kent,8.123076923076923,wet,20.0,100.0,ara - motorland aragón,2452492.0,Moto3
3200,husqvarna,762.0,8.0,6.0,2014,15.0,162.2,115.2,14.0,danny kent,8.123076923076923,dry,28.0,55.0,jpn - twin ring motegi,2368626.0,Moto3
3201,husqvarna,920.0,10.0,5.0,2014,16.0,164.0,110.9,15.0,danny kent,8.123076923076923,dry,49.0,56.0,mal - sepang international circuit,2441805.0,Moto3
3202,husqvarna,876.0,5.0,9.0,2014,12.0,139.8,108.1,14.0,danny kent,8.123076923076923,dry,18.0,61.0,val - circuit ricardo tormo,2412555.0,Moto3
3203,tech 3,1068.0,10.0,6.0,2013,12.0,166.6,118.4,16.0,danny kent,8.123076923076923,dry,23.0,68.0,qat - losail international circuit,2477077.0,Moto2
3204,tech 3,1200.0,9.0,11.0,2013,15.0,158.4,110.3,20.0,danny kent,8.123076923076923,dry,39.0,50.0,ame - circuit of the americas,2565140.0,Moto2
3205,tech 3,607.0,8.0,6.0,2013,11.0,161.2,110.6,14.0,danny kent,8.123076923076923,dry,45.0,40.0,spa - circuito de jerez,2800477.0,Moto2
3206,tech 3,674.0,9.0,5.0,2013,13.0,161.8,113.0,14.0,danny kent,8.123076923076923,dry,14.0,91.0,fra - le mans,2248734.0,Moto2
3207,tech 3,1047.0,8.0,6.0,2013,12.0,164.4,111.0,14.0,danny kent,8.123076923076923,dry,51.0,29.0,cat - circuit de barcelona-catalunya,2508625.0,Moto2
3208,tech 3,487.0,12.0,6.0,2013,14.0,173.1,118.1,18.0,danny kent,8.123076923076923,dry,18.0,47.0,ned - tt circuit assen,2424949.0,Moto2
3209,tech 3,636.0,8.0,6.0,2013,15.0,165.5,113.5,14.0,danny kent,8.123076923076923,dry,25.0,70.0,cze - automotodrom brno,2484210.0,Moto2
3210,tech 3,530.0,10.0,6.0,2013,14.0,162.6,114.1,16.0,danny kent,8.123076923076923,dry,35.0,53.0,rsm - misano world circuit marco simoncelli,2615320.0,Moto2
3211,tech 3,968.0,7.0,10.0,2013,15.0,167.0,116.8,17.0,danny kent,8.123076923076923,dry,30.0,41.0,ara - motorland aragón,2459141.0,Moto2
3212,ktm,1068.0,10.0,6.0,2012,12.0,166.6,118.4,16.0,danny kent,8.123076923076923,dry,28.0,55.0,qat - losail international circuit,2342093.0,Moto3
3213,ktm,1047.0,8.0,6.0,2012,12.0,164.4,111.0,14.0,danny kent,8.123076923076923,dry,33.0,47.0,cat - circuit de barcelona-catalunya,2554703.0,Moto3
3214,ktm,487.0,12.0,6.0,2012,14.0,173.1,118.1,18.0,danny kent,8.123076923076923,dry,32.0,61.0,ned - tt circuit assen,2326274.0,Moto3
3215,ktm,636.0,8.0,6.0,2012,15.0,165.5,113.5,14.0,danny kent,8.123076923076923,wet,21.0,97.0,cze - automotodrom brno,2591510.0,Moto3
3216,ktm,530.0,10.0,6.0,2012,14.0,162.6,114.1,16.0,danny kent,8.123076923076923,dry,16.0,70.0,rsm - misano world circuit marco simoncelli,2436704.0,Moto3
3217,ktm,968.0,7.0,10.0,2012,15.0,167.0,116.8,17.0,danny kent,8.123076923076923,dry,16.0,67.0,ara - motorland aragón,2457506.0,Moto3
3218,ktm,762.0,8.0,6.0,2012,15.0,162.2,115.2,14.0,danny kent,8.123076923076923,dry,25.0,42.0,jpn - twin ring motegi,2402775.0,Moto3
3219,ktm,920.0,10.0,5.0,2012,16.0,164.0,110.9,15.0,danny kent,8.123076923076923,dry,48.0,60.0,mal - sepang international circuit,2463458.0,Moto3
3220,ktm,876.0,5.0,9.0,2012,12.0,139.8,108.1,14.0,danny kent,8.123076923076923,wet,12.0,84.0,val - circuit ricardo tormo,2705891.0,Moto3
3221,aprilia,1068.0,10.0,6.0,2011,12.0,166.6,118.4,16.0,danny kent,8.123076923076923,dry,25.0,11.0,qat - losail international circuit,2352688.0,125cc
3222,aprilia,607.0,8.0,6.0,2011,11.0,161.2,110.6,14.0,danny kent,8.123076923076923,wet,20.0,90.0,spa - circuito de jerez,2723529.0,125cc
3223,aprilia,674.0,9.0,5.0,2011,13.0,161.8,113.0,14.0,danny kent,8.123076923076923,dry,22.0,51.0,fra - le mans,2578268.0,125cc
3224,aprilia,1047.0,8.0,6.0,2011,12.0,164.4,111.0,14.0,danny kent,8.123076923076923,dry,25.0,68.0,cat - circuit de barcelona-catalunya,2587583.0,125cc
3225,aprilia,700.0,3.0,10.0,2011,12.0,160.6,110.1,13.0,danny kent,8.123076923076923,dry,33.0,34.0,ger - sachsenring,2411689.0,125cc
3226,aprilia,530.0,10.0,6.0,2011,14.0,162.6,114.1,16.0,danny kent,8.123076923076923,dry,31.0,54.0,rsm - misano world circuit marco simoncelli,2414264.0,125cc
3227,aprilia,968.0,7.0,10.0,2011,15.0,167.0,116.8,17.0,danny kent,8.123076923076923,dry,23.0,59.0,ara - motorland aragón,2454476.0,125cc
3228,aprilia,762.0,8.0,6.0,2011,15.0,162.2,115.2,14.0,danny kent,8.123076923076923,dry,25.0,73.0,jpn - twin ring motegi,2439086.0,125cc
3229,aprilia,920.0,10.0,5.0,2011,16.0,164.0,110.9,15.0,danny kent,8.123076923076923,dry,55.0,49.0,mal - sepang international circuit,2474517.0,125cc
3230,aprilia,876.0,5.0,9.0,2011,12.0,139.8,108.1,14.0,danny kent,8.123076923076923,dry,16.0,47.0,val - circuit ricardo tormo,2591908.0,125cc
3231,tech 3,1068.0,10.0,6.0,2018,12.0,166.6,118.4,16.0,bo bendsneyder,2.6,dry,24.0,38.0,qat - losail international circuit,2452184.0,Moto2
3232,tech 3,1076.0,9.0,5.0,2018,16.0,172.7,120.2,14.0,bo bendsneyder,2.6,dry,23.0,91.0,arg - termas de río hondo,2533616.0,Moto2
3233,tech 3,1200.0,9.0,11.0,2018,15.0,158.4,110.3,20.0,bo bendsneyder,2.6,dry,33.0,50.0,ame - circuit of the americas,2402160.0,Moto2
3234,tech 3,607.0,8.0,6.0,2018,11.0,161.2,110.6,14.0,bo bendsneyder,2.6,dry,36.0,45.0,spa - circuito de jerez,2401266.0,Moto2
3235,tech 3,674.0,9.0,5.0,2018,13.0,161.8,113.0,14.0,bo bendsneyder,2.6,dry,38.0,46.0,fra - le mans,2469429.0,Moto2
3236,tech 3,487.0,12.0,6.0,2018,14.0,173.1,118.1,18.0,bo bendsneyder,2.6,dry,38.0,33.0,ned - tt circuit assen,2399110.0,Moto2
3237,tech 3,700.0,3.0,10.0,2018,12.0,160.6,110.1,13.0,bo bendsneyder,2.6,dry,40.0,60.0,ger - sachsenring,2422704.0,Moto2
3238,tech 3,530.0,10.0,6.0,2018,14.0,162.6,114.1,16.0,bo bendsneyder,2.6,dry,39.0,64.0,rsm - misano world circuit marco simoncelli,2503920.0,Moto2
3239,tech 3,968.0,7.0,10.0,2018,15.0,167.0,116.8,17.0,bo bendsneyder,2.6,dry,41.0,38.0,ara - motorland aragón,2441469.0,Moto2
3240,ktm,1068.0,10.0,6.0,2017,12.0,166.6,118.4,16.0,bo bendsneyder,2.6,dry,24.0,92.0,qat - losail international circuit,2377133.0,Moto3
3241,ktm,1076.0,9.0,5.0,2017,16.0,172.7,120.2,14.0,bo bendsneyder,2.6,dry,24.0,68.0,arg - termas de río hondo,2340989.0,Moto3
3242,ktm,607.0,8.0,6.0,2017,11.0,161.2,110.6,14.0,bo bendsneyder,2.6,dry,35.0,44.0,spa - circuito de jerez,2493137.0,Moto3
3243,ktm,1047.0,8.0,6.0,2017,12.0,164.4,111.0,14.0,bo bendsneyder,2.6,dry,45.0,29.0,cat - circuit de barcelona-catalunya,2548935.0,Moto3
3244,ktm,700.0,3.0,10.0,2017,12.0,160.6,110.1,13.0,bo bendsneyder,2.6,dry,29.0,59.0,ger - sachsenring,2389241.0,Moto3
3245,ktm,636.0,8.0,6.0,2017,15.0,165.5,113.5,14.0,bo bendsneyder,2.6,wet,21.0,89.0,cze - automotodrom brno,2685912.0,Moto3
3246,ktm,530.0,10.0,6.0,2017,14.0,162.6,114.1,16.0,bo bendsneyder,2.6,wet,18.0,95.0,rsm - misano world circuit marco simoncelli,2853602.0,Moto3
3247,ktm,920.0,10.0,5.0,2017,16.0,164.0,110.9,15.0,bo bendsneyder,2.6,dry,49.0,54.0,mal - sepang international circuit,2426607.0,Moto3
3248,ktm,876.0,5.0,9.0,2017,12.0,139.8,108.1,14.0,bo bendsneyder,2.6,dry,20.0,36.0,val - circuit ricardo tormo,2408826.0,Moto3
3249,ktm,1068.0,10.0,6.0,2016,12.0,166.6,118.4,16.0,bo bendsneyder,2.6,dry,29.0,61.0,qat - losail international circuit,2304887.0,Moto3
3250,ktm,1076.0,9.0,5.0,2016,16.0,172.7,120.2,14.0,bo bendsneyder,2.6,wet,27.0,97.0,arg - termas de río hondo,2567974.0,Moto3
3251,ktm,1200.0,9.0,11.0,2016,15.0,158.4,110.3,20.0,bo bendsneyder,2.6,dry,28.0,68.0,ame - circuit of the americas,2523310.0,Moto3
3252,ktm,607.0,8.0,6.0,2016,11.0,161.2,110.6,14.0,bo bendsneyder,2.6,dry,25.0,86.0,spa - circuito de jerez,2543677.0,Moto3
3253,ktm,674.0,9.0,5.0,2016,13.0,161.8,113.0,14.0,bo bendsneyder,2.6,dry,21.0,44.0,fra - le mans,2511956.0,Moto3
3254,ktm,1047.0,8.0,6.0,2016,12.0,164.4,111.0,14.0,bo bendsneyder,2.6,dry,34.0,53.0,cat - circuit de barcelona-catalunya,2553068.0,Moto3
3255,ktm,487.0,12.0,6.0,2016,14.0,173.1,118.1,18.0,bo bendsneyder,2.6,dry,28.0,67.0,ned - tt circuit assen,2292558.0,Moto3
3256,ktm,700.0,3.0,10.0,2016,12.0,160.6,110.1,13.0,bo bendsneyder,2.6,wet,18.0,100.0,ger - sachsenring,2872768.0,Moto3
3257,ktm,636.0,8.0,6.0,2016,15.0,165.5,113.5,14.0,bo bendsneyder,2.6,wet,17.0,100.0,cze - automotodrom brno,2751906.0,Moto3
3258,ktm,968.0,7.0,10.0,2016,15.0,167.0,116.8,17.0,bo bendsneyder,2.6,dry,27.0,67.0,ara - motorland aragón,2406749.0,Moto3
3259,ktm,762.0,8.0,6.0,2016,15.0,162.2,115.2,14.0,bo bendsneyder,2.6,dry,35.0,34.0,jpn - twin ring motegi,2404223.0,Moto3
3260,ktm,876.0,5.0,9.0,2016,12.0,139.8,108.1,14.0,bo bendsneyder,2.6,dry,22.0,43.0,val - circuit ricardo tormo,2422380.0,Moto3
3261,kalex,1068.0,10.0,6.0,2018,12.0,166.6,118.4,16.0,andrea locatelli,2.7555555555555555,dry,24.0,38.0,qat - losail international circuit,2455030.0,Moto2
3262,kalex,1076.0,9.0,5.0,2018,16.0,172.7,120.2,14.0,andrea locatelli,2.7555555555555555,dry,23.0,91.0,arg - termas de río hondo,2470802.0,Moto2
3263,kalex,1200.0,9.0,11.0,2018,15.0,158.4,110.3,20.0,andrea locatelli,2.7555555555555555,dry,33.0,50.0,ame - circuit of the americas,2384564.0,Moto2
3264,kalex,607.0,8.0,6.0,2018,11.0,161.2,110.6,14.0,andrea locatelli,2.7555555555555555,dry,36.0,45.0,spa - circuito de jerez,2401010.0,Moto2
3265,kalex,674.0,9.0,5.0,2018,13.0,161.8,113.0,14.0,andrea locatelli,2.7555555555555555,dry,38.0,46.0,fra - le mans,2459703.0,Moto2
3266,kalex,1047.0,8.0,6.0,2018,12.0,164.4,111.0,14.0,andrea locatelli,2.7555555555555555,dry,45.0,50.0,cat - circuit de barcelona-catalunya,2318042.0,Moto2
3267,kalex,487.0,12.0,6.0,2018,14.0,173.1,118.1,18.0,andrea locatelli,2.7555555555555555,dry,38.0,33.0,ned - tt circuit assen,2384768.0,Moto2
3268,kalex,636.0,8.0,6.0,2018,15.0,165.5,113.5,14.0,andrea locatelli,2.7555555555555555,dry,39.0,44.0,cze - automotodrom brno,2371797.0,Moto2
3269,kalex,530.0,10.0,6.0,2018,14.0,162.6,114.1,16.0,andrea locatelli,2.7555555555555555,dry,39.0,64.0,rsm - misano world circuit marco simoncelli,2488824.0,Moto2
3270,kalex,968.0,7.0,10.0,2018,15.0,167.0,116.8,17.0,andrea locatelli,2.7555555555555555,dry,41.0,38.0,ara - motorland aragón,2420640.0,Moto2
3271,kalex,762.0,8.0,6.0,2018,15.0,162.2,115.2,14.0,andrea locatelli,2.7555555555555555,dry,35.0,32.0,jpn - twin ring motegi,2488916.0,Moto2
3272,kalex,920.0,10.0,5.0,2018,16.0,164.0,110.9,15.0,andrea locatelli,2.7555555555555555,dry,48.0,61.0,mal - sepang international circuit,2325428.0,Moto2
3273,kalex,876.0,5.0,9.0,2018,12.0,139.8,108.1,14.0,andrea locatelli,2.7555555555555555,wet,14.0,98.0,val - circuit ricardo tormo,2743346.0,Moto2
3274,kalex,1068.0,10.0,6.0,2017,12.0,166.6,118.4,16.0,andrea locatelli,2.7555555555555555,dry,23.0,92.0,qat - losail international circuit,2465966.0,Moto2
3275,kalex,1200.0,9.0,11.0,2017,15.0,158.4,110.3,20.0,andrea locatelli,2.7555555555555555,dry,33.0,34.0,ame - circuit of the americas,2517608.0,Moto2
3276,kalex,674.0,9.0,5.0,2017,13.0,161.8,113.0,14.0,andrea locatelli,2.7555555555555555,dry,36.0,52.0,fra - le mans,2566063.0,Moto2
3277,kalex,1047.0,8.0,6.0,2017,12.0,164.4,111.0,14.0,andrea locatelli,2.7555555555555555,dry,50.0,27.0,cat - circuit de barcelona-catalunya,2584003.0,Moto2
3278,kalex,487.0,12.0,6.0,2017,14.0,173.1,118.1,18.0,andrea locatelli,2.7555555555555555,dry,23.0,80.0,ned - tt circuit assen,2411217.0,Moto2
3279,kalex,968.0,7.0,10.0,2017,15.0,167.0,116.8,17.0,andrea locatelli,2.7555555555555555,dry,37.0,50.0,ara - motorland aragón,2437278.0,Moto2
3280,kalex,920.0,10.0,5.0,2017,16.0,164.0,110.9,15.0,andrea locatelli,2.7555555555555555,dry,46.0,59.0,mal - sepang international circuit,2460933.0,Moto2
3281,kalex,876.0,5.0,9.0,2017,12.0,139.8,108.1,14.0,andrea locatelli,2.7555555555555555,dry,25.0,29.0,val - circuit ricardo tormo,2630178.0,Moto2
3282,ktm,1068.0,10.0,6.0,2016,12.0,166.6,118.4,16.0,andrea locatelli,2.7555555555555555,dry,29.0,61.0,qat - losail international circuit,2309727.0,Moto3
3283,ktm,1076.0,9.0,5.0,2016,16.0,172.7,120.2,14.0,andrea locatelli,2.7555555555555555,wet,27.0,97.0,arg - termas de río hondo,2525791.0,Moto3
3284,ktm,1200.0,9.0,11.0,2016,15.0,158.4,110.3,20.0,andrea locatelli,2.7555555555555555,dry,28.0,68.0,ame - circuit of the americas,2488713.0,Moto3
3285,ktm,674.0,9.0,5.0,2016,13.0,161.8,113.0,14.0,andrea locatelli,2.7555555555555555,dry,21.0,44.0,fra - le mans,2500967.0,Moto3
3286,ktm,1047.0,8.0,6.0,2016,12.0,164.4,111.0,14.0,andrea locatelli,2.7555555555555555,dry,34.0,53.0,cat - circuit de barcelona-catalunya,2581213.0,Moto3
3287,ktm,700.0,3.0,10.0,2016,12.0,160.6,110.1,13.0,andrea locatelli,2.7555555555555555,wet,18.0,100.0,ger - sachsenring,2838894.0,Moto3
3288,ktm,530.0,10.0,6.0,2016,14.0,162.6,114.1,16.0,andrea locatelli,2.7555555555555555,dry,29.0,64.0,rsm - misano world circuit marco simoncelli,2381943.0,Moto3
3289,ktm,968.0,7.0,10.0,2016,15.0,167.0,116.8,17.0,andrea locatelli,2.7555555555555555,dry,27.0,67.0,ara - motorland aragón,2410331.0,Moto3
3290,ktm,876.0,5.0,9.0,2016,12.0,139.8,108.1,14.0,andrea locatelli,2.7555555555555555,dry,22.0,43.0,val - circuit ricardo tormo,2432489.0,Moto3
3291,honda,1068.0,10.0,6.0,2015,12.0,166.6,118.4,16.0,andrea locatelli,2.7555555555555555,dry,34.0,71.0,qat - losail international circuit,2306970.0,Moto3
3292,honda,1200.0,9.0,11.0,2015,15.0,158.4,110.3,20.0,andrea locatelli,2.7555555555555555,dry,22.0,90.0,ame - circuit of the americas,2512729.0,Moto3
3293,honda,1076.0,9.0,5.0,2015,16.0,172.7,120.2,14.0,andrea locatelli,2.7555555555555555,dry,30.0,85.0,arg - termas de río hondo,2350774.0,Moto3
3294,honda,607.0,8.0,6.0,2015,11.0,161.2,110.6,14.0,andrea locatelli,2.7555555555555555,dry,25.0,53.0,spa - circuito de jerez,2505537.0,Moto3
3295,honda,674.0,9.0,5.0,2015,13.0,161.8,113.0,14.0,andrea locatelli,2.7555555555555555,dry,24.0,46.0,fra - le mans,2511313.0,Moto3
3296,honda,1047.0,8.0,6.0,2015,12.0,164.4,111.0,14.0,andrea locatelli,2.7555555555555555,dry,37.0,46.0,cat - circuit de barcelona-catalunya,2476759.0,Moto3
3297,honda,700.0,3.0,10.0,2015,12.0,160.6,110.1,13.0,andrea locatelli,2.7555555555555555,dry,32.0,45.0,ger - sachsenring,2379711.0,Moto3
3298,mahindra,1068.0,10.0,6.0,2014,12.0,166.6,118.4,16.0,andrea locatelli,2.7555555555555555,dry,22.0,34.0,qat - losail international circuit,2331311.0,Moto3
